id;date;text;hashtags;user_name;user_location;user_description;user_created;user_followers;user_friends;user_favourites;user_verified;source;retweets;favorites;is_retweet
1,34854E+18;11/01/2021 07:46;Ayo Dukung!! Hidup sehat tanpa Covid-19 dengan melakukan vaksinasi covid-19 #vaksinasi https://t.co/1bcPaoTNmO;['vaksinasi'];Geisha Ayu;;;10/12/2020 05:21;16;32;9;FALSE;Twitter for iPad;0;0;FALSE
1,34854E+18;11/01/2021 07:46;Majelis Ulama endonesia psstikan vaksin Covid-19 dr sinovac halal n sucinya #vaksinasi https://t.co/VGCYWNRzAQ;['vaksinasi'];Mia Amelia;;;10/12/2020 07:46;17;46;17;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:47;yuks suport !!hidupku sehad tnpa Covid-19 dngan mlkukn vaksinasi covid-19 #vaksinasi https://t.co/C4KBel70aQ;['vaksinasi'];Deandra Putri;;;10/12/2020 05:26;27;34;9;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:47;yuks dkung !prgrm vaksinasi covid-19 spy wrga Sumut bbs dr covid-19 #vaksinasi https://t.co/bpiqbkortp;['vaksinasi'];Jihan Keisha;;yuk mutualann;09/12/2020 07:20;11;31;12;FALSE;Twitter for iPad;0;0;FALSE
1,34854E+18;11/01/2021 07:47;necis ustazah Republik Indonesia yakinkan vaksin covid-19 dari sinovac resmi dan sakral #vaksinasi https://t.co/K1heB5DEhn;['vaksinasi'];Sukma Putri;;gaboleh sombong;10/12/2020 03:45;13;28;11;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:48;yuk bopong !!membesar waras minus covid-19 dengan melayani vaksinasi covid-19 #vaksinasi https://t.co/RvlhnrurxR;['vaksinasi'];Rania Putri;;be happy;10/12/2020 06:41;19;30;18;FALSE;Twitter for iPad;0;0;FALSE
1,34854E+18;11/01/2021 07:48;yuk bopong !agenda vaksinasi covid-19 biar orang Provinsi Sumatera Utara percuma dari covid-19 #vaksinasi https://t.co/hEPrVEffEY;['vaksinasi'];Rina Ayu;;;09/12/2020 07:57;1;1;3;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:48;Majelis Ulama endonesia psstikan vaksin Covid-19 dr sinovac halal dn sucinya #vaksinasi https://t.co/byJ4BWRgcP;['vaksinasi'];Syasqia Ayu;;jangan lupa follback;10/12/2020 03:49;24;50;11;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:48;ayok support !!hidupku damang tampa Covid-19 dgan melakukn vaksinasi covid-19 #vaksinasi https://t.co/hijXVOGA7m;['vaksinasi'];Jeihani Putri;;;10/12/2020 06:49;15;37;13;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:49;nyok dkng !prgrm vaksinasi covid-19 spya wrga Sumut bbs dri covid-19 #vaksinasi https://t.co/Ca0viN8ilx;['vaksinasi'];Ajeng Sunthi;;follback ya;09/12/2020 08:04;24;33;15;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:49;Soal Distribusi #Vaksin di #salatiga , Ketua DPRD Ingin Ada Simulasi #KlikRMOL ;;;;;;;;;;;;;
1,34854E+18;11/01/2021 07:49;marilah gendong !tata olah vaksinasi covid-19 biar kelompok Sumut sukarela dari covid-19 #vaksinasi https://t.co/oFdqOdrUSS;['vaksinasi'];Erni Putri;;;09/12/2020 08:26;6;28;8;FALSE;Twitter for iPad;0;0;FALSE
1,34854E+18;11/01/2021 07:50;marilah bawa !!berjiwa bugar minus covid-19 dengan mengadakan vaksinasi covid-19 #vaksinasi https://t.co/zGhi5xc1e6;['vaksinasi'];Zara Ayu;;be happy;10/12/2020 07:20;22;55;13;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:50;ayok dkng !!hidupku sehad tampa Covid-19 dgn mlkukn vaksinasi covid-19 #vaksinasi https://t.co/pHHSJt4OZp;['vaksinasi'];Syifa Tiana;jakarta;everything gona be alright;16/09/2020 03:19;25;27;0;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:50;cantik rohaniwan RI yakinkan vaksin covid-19 dari sinovac resmi dan nirmala #vaksinasi https://t.co/qa91nsAh6r;['vaksinasi'];Hanifah Putri;;aku cantik fix no debat;10/12/2020 04:50;57;107;17;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:51;#vaksinasi #kankerserviks #kanker #HPV Sering dengar kanker serviks? Begini penjelasan lengkapnya!;;;;;;;;;;;;;
1,34854E+18;11/01/2021 07:51;ayoo ndukung !prgrm vaksinasi covid-19 spya wargi Sumut bbs dri covid-19 #vaksinasi https://t.co/Ff7eBjmm5P;['vaksinasi'];Gina Amelia;;isiin dong;11/12/2020 10:12;20;44;10;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:51;silAkan gendong !!bernapas afiat sonder covid-19 dengan melaksanAkan vaksinasi covid-19 #vaksinasi https://t.co/W3J9t1SSdN;['vaksinasi'];Cika maulani;;Kita semua mahluk fana. Dan semua yang kita kira kita miliki, bisa direnggut dalam sekejap mata.;30/09/2020 08:19;8;32;36;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:52;nyok suport !!hdup shat tampa Covid-19 dngan melakukn vaksinasi covid-19 #vaksinasi https://t.co/zoPQQaDLfg;['vaksinasi'];Hanin Dita;;Melepaskan lebih baik dari pada mempertahankan yang tak pantas untuk dipertahankan.;23/10/2020 08:42;47;72;2;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:52;ayoo ndukung !prgrm vaksinasi covid-19 spy wrga Sumut bbs dr covid-19 #vaksinasi https://t.co/zI3OIVyQvZ;['vaksinasi'];Mia Amelia;;;10/12/2020 07:46;17;46;17;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:54;yuk bawa !tata olah vaksinasi covid-19 biar bani Provinsi Sumatera Utara independen dari covid-19 #vaksinasi https://t.co/rOyhxgkgrI;['vaksinasi'];Sukma Putri;;gaboleh sombong;10/12/2020 03:45;13;28;11;FALSE;Twitter for Mac;0;0;FALSE
1,34854E+18;11/01/2021 07:59;Saksikan Live Press Conference dengan topik Hasil Evaluasi Uji Klinik Terkait Persetujuan Penggunaan Darurat/Ermege… https://t.co/It1ddIaEs8;;MNC Trijaya 104.6 FM;Jakarta;The Real News and Information | Akun Resmi | SMS/WA 08121111046│Phone 021-3921717│FB Fan Page: MNC Trijaya │ email: redaksi@mnctrijaya.com;09/11/2009 04:43;43748;232;5525;FALSE;Twitter for iPhone;0;0;FALSE
1,34854E+18;11/01/2021 08:16;Kenali fakta-fakta penting tentang vaksin COVID-19.;;;;;;;;;;;;;
1,34855E+18;11/01/2021 08:48;#Vaksinasi COVID-19 di Sumut dimulai dari Medan, Binjai dan Deliserdang - ANTARA #Covid #Covid19 https://t.co/CFUyHgVmxu;['Vaksinasi', 'Covid', 'Covid19'];Berita Covid;;;31/05/2015 15:19;1164;1338;0;FALSE;IFTTT;0;0;FALSE
1,34855E+18;11/01/2021 08:49;Bila Ada Efek Samping Vaksin Pemerintah Tanggung Biaya Perawatan;;;;;;;;;;;;;
1,34856E+18;11/01/2021 09:00;Hi sohIB!;;;;;;;;;;;;;
1,34856E+18;11/01/2021 09:09;Besok, 15 Juta Bahan Baku Vaksin Covid Bakal Tiba Di Tanah Air;;;;;;;;;;;;;
1,34856E+18;11/01/2021 09:28;Menurut @Abe_Mukti  Muhammadiyah sendiri memiliki tiga sikap terkait program vaksinasi pemerintah. Pertama, Muhamma… https://t.co/8JDdxsTkRb;;Muhammadiyah;Indonesia;Pimpinan Pusat Muhammadiyah;11/09/2009 04:36;199696;87;1369;TRUE;Twitter Web App;16;48;FALSE
1,34856E+18;11/01/2021 09:28;Kedua, jika syarat pertama terpenuhi Muhammadiyah menurutnya akan mendukung agar vaksinasi berjalan dengan sebaik-b… https://t.co/FidrmMU8Qu;;Muhammadiyah;Indonesia;Pimpinan Pusat Muhammadiyah;11/09/2009 04:36;199696;87;1369;TRUE;Twitter Web App;2;16;FALSE
1,34856E+18;11/01/2021 09:28;Ketiga, Muhammadiyah meminta kepada semua pihak untuk menjadikan program vaksinasi sebagai gerakan sosial yang dipe… https://t.co/bMQb06Q6Bo;;Muhammadiyah;Indonesia;Pimpinan Pusat Muhammadiyah;11/09/2009 04:36;199696;87;1369;TRUE;Twitter Web App;0;12;FALSE
1,34856E+18;11/01/2021 09:28;Izin penggunaan darurat vaksin Sinovac diumumkan Kepala BPOM Penny K. Lukito dalam konferensi pers secara virtual,… https://t.co/uvQ6j9Thau;;MNC Trijaya 104.6 FM;Jakarta;The Real News and Information | Akun Resmi | SMS/WA 08121111046│Phone 021-3921717│FB Fan Page: MNC Trijaya │ email: redaksi@mnctrijaya.com;09/11/2009 04:43;43747;232;5525;FALSE;Twitter Web App;0;1;FALSE
1,34857E+18;11/01/2021 09:45;"Insyaallah berita baik dari Badan Pengawas Obat dan Makanan (BPOM) juga bisa segera menyusul,"" ujar Budi Gunadi.… https://t.co/K7rMdy81Z6";;Validnews Indonesia;Jakarta Capital Region, Indone;Akun resmi https://t.co/55annBI0AZ;;;;;;;;;
1,34857E+18;11/01/2021 10:00;Tahukah kamu, SohIB?;;;;;;;;;;;;;
1,34857E+18;11/01/2021 10:04;21 Desember 2020, Badan Pengawas Obat Eropa (EMA) dan Komisi Eropa mengizinkan penggunaan #vaksin virus corona… https://t.co/y4ddLmGwL9;['vaksin'];DW Indonesia;Bonn, Jerman;Tempat diskusi asyik bagi para pecinta sains, teknologi, dan lingkungan! Mau dari Indonesia 🇮🇩, Jerman 🇩🇪, dan dunia 🌎🌍🌏, semua ada di sini!;01/06/2010 08:42;63496;1089;996;TRUE;Twitter Web App;2;10;FALSE
1,34857E+18;11/01/2021 10:08;Yuk cek faktanya seputar vaksin virus corona di IG Live Eka Hospital bersama @sinar_masid pada hari Rabu, 13 Januar… https://t.co/0WO4Sfnje9;;Eka Hospital;BSD-Pekanbaru-Cibubur-Bekasi;A private general hospital committed to provide quality healthcare services.   https://t.co/mLtp4W9P71 ;;;;;;;;;
1,34858E+18;11/01/2021 10:32;Badan Pendapatan PPKAD Kabupaten Tanggamus menyatakan tidak ada instruksi pusat untuk menyediakan penanganan Covid-… https://t.co/DZXAbUUbsk;;Lampung Post (Official);Lampung, Indonesia;Adalah Twitter resmi Harian Umum Lampung Post. Berada dalam naungan PT Masa Kini Mandiri, penerbit Koran Lampung Post;09/02/2018 06:38;2571;4815;169;FALSE;Twitter Web App;0;0;FALSE
1,34858E+18;11/01/2021 10:43;BPOM Beri Izin Vaksin Sinovac dgn Efikasi 65,3% https://t.co/ernQoAgkmK  #vaksin #COVID19;['vaksin', 'COVID19'];Independen.id;DKI Jakarta, Indonesia;Media. Akun resmi https://t.co/rkS9gEYdkJ media sindikasi. Berkolaborasi, tumbuh bersama media lokal, mengangkat isu lokal dan isu penting untuk publik.;05/08/2016 12:05;735;70;6;FALSE;Twitter Web App;0;0;FALSE
1,34858E+18;11/01/2021 10:45;info, Pekan ini tenaga kesehatan di Jabar mulai suntik vaksin Covid cek disini untuk selengkapnya… https://t.co/msZcLrS0lP;;simmanews;Bandung |Promo :082136836896;Portal Media Edukatif dan Inspiratif;02/09/2020 07:47;44;106;109;FALSE;TweetDeck;0;1;FALSE
1,34859E+18;11/01/2021 11:00;BPOM Resmi Keluarkan EUA Untuk Vaksin Sinovac;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
https://t.co/UHFzi6uvJH;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
"#idnglobe #vaksin #izindarurat #bpom""";['idnglobe', 'vaksin', 'izindarurat', 'bpom'];R = ?;Jakarta Selatan, DKI Jakarta;Redaktur di @idnglobe || #2021: karena bodoh makanya belajar. karena miskin makanya kerja. karena belum mati makanya masih hidup.;30/12/2010 04:36;264;352;491;FALSE;Twitter for Android;0;0;FALSE;;
1,34859E+18;11/01/2021 11:06;BPOM (@BPOM_RI) akhirnya mengeluarkan izin penggunaan darurat atau EUA untuk vaksin Covid-19. Penny menyebutkan sud… https://t.co/lXf99CcXwL;;Fix Makassar;South Sulawesi, Indonesia;Part of Pikiran Rakyat Media Network | https://t.co/cyniG6yOWN;;;;;;;;;
Kontak:;;;;;;;;;;;;;;;
Tlp/WA: +62 822-9624-3008;;;;;;;;;;;;;;;
Email: fixmakassar@gmail.com;;;;;;;;;;;;;;;
"Fb: https://t.co/08tEgcbN1e""";11/07/2020 11:38;45;62;5;FALSE;Twitter Web App;1;0;FALSE;;;;;;
1,34859E+18;11/01/2021 11:26;Perkembangan #vaksin di #Indonesia, diiringi dengan kenaikan kasus #COVID19 yang memaksa kita pada PSBB. Ternyata n… https://t.co/MxYGkyBSoC;['vaksin', 'Indonesia', 'COVID19'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ✉ : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;FALSE;Twitter for Android;4;6;FALSE
1,34859E+18;11/01/2021 11:28;#Tokyo, ibukota #Jepang mencatat refor 2.447 kasus infeksi #COVID19 dalam sehari. Hal ini langsung membuat Perdana… https://t.co/6IgD5OOQ9j;['Tokyo', 'Jepang', 'COVID19'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ✉ : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;FALSE;Twitter for Android;1;1;FALSE
1,34859E+18;11/01/2021 11:29;"Tak tanggung - tanggung, ""soft #lockdown"" yang dilakukan #Jepang dilakukan hingga 7 Februari. Ini membuat mereka ke… https://t.co/dNZxCx88mB";['lockdown', 'Jepang'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ✉ : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;FALSE;Twitter for Android;1;1;FALSE
1,34859E+18;11/01/2021 11:30;Ketua Badan Pengawas Obat dan Makanan (BPOM) Penny Lukito memberikan izin penggunaan darurat atau Emergency Use Aut… https://t.co/UtRNhkDfvo;;TIMES INDONESIA;Wisma Mas Isman Jakarta;Media Online Berjaringan No. 1 Indonesia | Berita Positif Indonesia #cekfakta⁣;;;;;;;;;
⁣;;;;;;;;;;;;;;;
"𝐄𝐦𝐚𝐢𝐥 : 𝗿𝗲𝗱𝗮𝗸𝘀𝗶@𝘁𝗶𝗺𝗲𝘀𝗶𝗻𝗱𝗼𝗻𝗲𝘀𝗶𝗮.𝗰𝗼.𝗶𝗱""";18/10/2018 05:46;1183;237;570;FALSE;Twitter Web App;0;0;FALSE;;;;;;
1,34859E+18;11/01/2021 11:30;"Rupanya, #Jepang juga negara yang diisi oleh #manusia biasa. Mereka terlalu ""santai"" melonggarkan #mobilitas pendud… https://t.co/HfAmOvY2BJ";['Jepang', 'manusia', 'mobilitas'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ✉ : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;FALSE;Twitter for Android;1;1;FALSE
1,34859E+18;11/01/2021 11:32;Profesor penyakit menular dari Universitas #Nagasaki menegaskan bahwa, #Jepang kini sedang mengalami kekurangan… https://t.co/35LltV5D6Y;['Nagasaki', 'Jepang'];Teleskop;Mostly in Middle Power Nations;Menceritakan dunia lewat cara pandang kita | Telling the stories of the world through our point of view | ✉ : teleskop0455@gmail.com;23/09/2020 15:59;551;19;21;FALSE;Twitter for Android;1;1;FALSE
1,3486E+18;11/01/2021 11:47;Siapa saja yg tidak boleh di Vaksin COVID19?;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
🎵 Aya Nakamura - Copines;;;;;;;;;;;;;;;
"#vaccines #vaccination #vaksin… https://t.co/IK5ByRrL4S""";['vaccines', 'vaccination', 'vaksin'];gian fitriyani;Indonesia;Midwife Advocate, A+, ɛəriːz, GI▲N | Instagram: gianfyi | 📧: gianfitriyani@yahoo.co.id;;;;;;;;;;;
Tidak Takut Disuntik (Imunisasi Difteri);;;;;;;;;;;;;;;
"🔽🔽🔽🔽🔽""";28/08/2010 11:56;711;324;639;FALSE;Instagram;0;0;FALSE;;;;;;
1,3486E+18;11/01/2021 12:05;MUI NYATAKAN VAKSIN COVID19 SINOVAC HALAL;;;;;;;;;;;;;
"#vaksin #sinovachalal #vaksìncovid19 #vaksingratisutkrakyat… https://t.co/vFwtL6wxGi""";['vaksin', 'sinovachalal', 'vaksìncovid19', 'vaksingratisutkrakyat'];windy wardani;;engkau adalah kenangan terindah dalam hidupku;17/11/2020 15:38;2;5;1;FALSE;Twitter Web App;0;0;FALSE;;
1,3486E+18;11/01/2021 12:06;MUI : VAKSIN COVID19 SINOVAC SUCI DAN HALAL;;;;;;;;;;;;;
"#vaksin #sinovachalal #vaksìncovid19 #vaksingratisutkrakyat… https://t.co/bRTF5d4wht""";['vaksin', 'sinovachalal', 'vaksìncovid19', 'vaksingratisutkrakyat'];windy wardani;;engkau adalah kenangan terindah dalam hidupku;17/11/2020 15:38;2;5;1;FALSE;Twitter Web App;0;0;FALSE;;
1,3486E+18;11/01/2021 12:07;BPOM Terbitkan izin penggunaan darurat vaksin Covid19 buatan sinovac;;;;;;;;;;;;;
"#vaksin #sinovachalal #vaksìncovid19… https://t.co/4cDaCr3hKh""";['vaksin', 'sinovachalal', 'vaksìncovid19'];windy wardani;;engkau adalah kenangan terindah dalam hidupku;17/11/2020 15:38;2;5;1;FALSE;Twitter Web App;0;0;FALSE;;
1,3486E+18;11/01/2021 12:07;Lusa Vaksinasi akan Dimulai;;;;;;;;;;;;;
"#vaksin #sinovachalal #vaksìncovid19 #vaksingratisutkrakyat #covid19indonesia #Covid19… https://t.co/UJ4io7aHLg""";['vaksin', 'sinovachalal', 'vaksìncovid19', 'vaksingratisutkrakyat', 'covid19indonesia', 'Covid19'];windy wardani;;engkau adalah kenangan terindah dalam hidupku;17/11/2020 15:38;2;5;1;FALSE;Twitter Web App;0;0;FALSE;;
1,3486E+18;11/01/2021 12:08;Vaksin Covid19 Produksi Sinovac Suci dan Halal;;;;;;;;;;;;;
"#vaksin #sinovachalal #vaksìncovid19 #vaksingratisutkrakyat… https://t.co/E6SkG7VDLq""";['vaksin', 'sinovachalal', 'vaksìncovid19', 'vaksingratisutkrakyat'];windy wardani;;engkau adalah kenangan terindah dalam hidupku;17/11/2020 15:38;2;5;1;FALSE;Twitter Web App;0;0;FALSE;;
1,3486E+18;11/01/2021 12:09;Dengerin ini vaksin yg mengandung Vero Cell;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
#Harto;;;;;;;;;;;;;;;
#Telegram;;;;;;;;;;;;;;;
#11januari;;;;;;;;;;;;;;;
#Pengusaha;;;;;;;;;;;;;;;
#VaksinLolosUjiKlinis;;;;;;;;;;;;;;;
